Order Id,order date (DateOrders),Order Customer Id,Order Region,Order Country,Order State,Order Status,Order City,Order Zipcode,Shipping Mode,Days for shipment (scheduled),Benefit per order,Sales per customer,Order Profit Per Order,Order Item Id,Order Item Cardprod Id,Order Item Quantity,Order Item Product Price,Order Item Discount,Order Item Discount Rate,Order Item Profit Ratio,Sales,Order Item Total,Product Card Id,Product Category Id,Category Name,Product Name,Product Price,Product Status,Late_delivery_risk
45807,10/30/2016 15:52,12094,West Asia,Arabia Saudí,Meca,ON_HOLD,Jeddah,,First Class,1,-296.3099976,126.0899963,-296.3099976,114502,403,1,129.9900055,3.900000095,0.029999999,-2.349999905,129.9900055,126.0899963,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
16965,9/5/2015 15:14,6166,Western Europe,Alemania,Baden-Wurtemberg,CLOSED,Sindelfingen,,Second Class,2,6.980000019,116.3799973,6.980000019,42411,365,2,59.99000168,3.599999905,0.029999999,0.059999999,119.9800034,116.3799973,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
6610,4/7/2015 11:25,9510,South America,Brasil,Marañón,COMPLETE,São Luís,,Standard Class,4,-163.9900055,327.980011,-163.9900055,16507,1004,1,399.980011,72.0,0.180000007,-0.5,399.980011,327.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
2453,2/5/2015 19:02,11517,Central America,Honduras,Cortés,COMPLETE,San Pedro Sula,,Standard Class,4,14.51000023,245.9799957,14.51000023,6131,957,1,299.980011,54.0,0.180000007,0.059999999,299.980011,245.9799957,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,0
62547,7/2/2017 0:38,11647,Northern Europe,Suecia,Estocolmo,PROCESSING,Estocolmo,,Standard Class,4,-297.3800049,169.9299927,-297.3800049,156322,1014,4,49.97999954,29.98999977,0.150000006,-1.75,199.9199982,169.9299927,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
9333,5/17/2015 5:24,10472,Central America,Nicaragua,Managua,COMPLETE,Managua,,Standard Class,4,1.860000014,48.97999954,1.860000014,23290,1014,1,49.97999954,1.0,0.02,0.039999999,49.97999954,48.97999954,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
20746,10/30/2015 19:53,6893,Eastern Asia,China,Liaoning,COMPLETE,Dalian,,First Class,1,217.4799957,434.9599915,217.4799957,51842,191,5,99.98999786,64.98999786,0.129999995,0.5,499.9500122,434.9599915,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1
25385,1/6/2016 13:08,8083,Southeast Asia,Indonesia,Sumatra Septentrional,COMPLETE,Medan,,First Class,1,58.0,126.0899963,58.0,63577,403,1,129.9900055,3.900000095,0.029999999,0.460000008,129.9900055,126.0899963,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
11487,6/17/2015 16:03,1423,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,Reims,,Standard Class,4,63.88999939,176.0,63.88999939,28741,502,4,50.0,24.0,0.119999997,0.360000014,200.0,176.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
2730,2/9/2015 20:05,8290,Central America,México,Distrito Federal,CLOSED,Mexico City,,Standard Class,4,20.5,107.8899994,20.5,6837,403,1,129.9900055,22.10000038,0.170000002,0.189999998,129.9900055,107.8899994,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
26914,1/28/2016 20:49,630,Oceania,Australia,Nueva Gales del Sur,COMPLETE,Port Macquarie,,Standard Class,4,13.92000008,173.9900055,13.92000008,67424,1073,1,199.9900055,26.0,0.129999995,0.079999998,199.9900055,173.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
22760,11/29/2015 5:29,496,Oceania,Australia,Queensland,COMPLETE,Townsville,,Standard Class,4,19.60000038,391.980011,19.60000038,56953,1004,1,399.980011,8.0,0.02,0.050000001,399.980011,391.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
20691,10/30/2015 0:37,8898,South Asia,India,Bengala Occidental,PENDING,Durgapur,,Standard Class,4,18.42000008,56.68999863,18.42000008,51696,365,1,59.99000168,3.299999952,0.059999999,0.330000013,59.99000168,56.68999863,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,0
34493,5/18/2016 12:05,11748,East of USA,Estados Unidos,Nueva York,COMPLETE,New York City,10009.0,Standard Class,4,43.68000031,124.7900009,43.68000031,86161,403,1,129.9900055,5.199999809,0.039999999,0.349999994,129.9900055,124.7900009,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
37234,6/27/2016 12:22,7925,West of USA ,Estados Unidos,Washington,SUSPECTED_FRAUD,Seattle,98103.0,Second Class,2,33.34000015,123.4899979,33.34000015,92939,403,1,129.9900055,6.5,0.050000001,0.270000011,129.9900055,123.4899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
23385,12/8/2015 8:27,1983,Southeast Asia,Camboya,Nom Pen,COMPLETE,Nom Pen,,Standard Class,4,30.44000053,86.97000122,30.44000053,58518,1014,2,49.97999954,12.98999977,0.129999995,0.349999994,99.95999908,86.97000122,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
17049,9/6/2015 20:40,4880,Western Europe,Alemania,Bavaria,COMPLETE,Nuremberg,,Second Class,2,31.59000015,116.9899979,31.59000015,42631,403,1,129.9900055,13.0,0.100000001,0.270000011,129.9900055,116.9899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
50963,1/13/2017 22:15,7149,Eastern Europe,Rusia,Cheliábinsk,ON_HOLD,Magnitogorsk,,First Class,1,-299.8699951,359.980011,-299.8699951,127365,1004,1,399.980011,40.0,0.100000001,-0.829999983,399.980011,359.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
5758,3/26/2015 0:56,4978,Caribbean,República Dominicana,Santo Domingo,PENDING_PAYMENT,Santo Domingo,,Second Class,2,17.04999924,65.58000183,17.04999924,14334,627,2,39.99000168,14.39999962,0.180000007,0.25999999,79.98000336,65.58000183,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1
41638,8/30/2016 19:17,725,North Africa,Argelia,Djelfa,COMPLETE,Ain Oussera,,Standard Class,4,37.70000076,129.9900055,37.70000076,103937,403,1,129.9900055,0.0,0.0,0.289999992,129.9900055,129.9900055,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
24542,12/25/2015 5:48,3678,South Asia,India,Guyarat,COMPLETE,Rajkot,,Second Class,2,12.60000038,167.9900055,12.60000038,61439,1073,1,199.9900055,32.0,0.159999996,0.079999998,199.9900055,167.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
56990,4/11/2017 21:47,6108,Central America,México,Jalisco,COMPLETE,Guadalajara,,Standard Class,4,178.5800018,379.9599915,178.5800018,142543,191,4,99.98999786,20.0,0.050000001,0.469999999,399.9599915,379.9599915,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1
2784,2/10/2015 15:00,8880,South America,Bolivia,La Paz,CANCELED,La Paz,,Standard Class,4,30.84000015,272.9500122,30.84000015,6990,365,5,59.99000168,27.0,0.090000004,0.109999999,299.9500122,272.9500122,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,0
6563,4/6/2015 18:57,11516,Central America,Panamá,Panamá,PROCESSING,Panama City,,Standard Class,4,79.37000275,293.980011,79.37000275,16409,957,1,299.980011,6.0,0.02,0.270000011,299.980011,293.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,0
53925,2/26/2017 3:58,7989,Central America,México,México,PENDING,San Pablo de las Salinas,,Standard Class,4,19.12000084,254.9799957,19.12000084,134833,957,1,299.980011,45.0,0.150000006,0.079999998,299.980011,254.9799957,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
32431,4/18/2016 9:40,11457,East of USA,Estados Unidos,Pensilvania,PENDING_PAYMENT,Philadelphia,19134.0,Standard Class,4,-82.37000275,123.4899979,-82.37000275,81103,403,1,129.9900055,6.5,0.050000001,-0.670000017,129.9900055,123.4899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
21417,11/9/2015 14:58,5840,South Asia,India,Maharashtra,SUSPECTED_FRAUD,Pune,,First Class,1,28.25,122.8399963,28.25,53567,403,1,129.9900055,7.150000095,0.059999999,0.230000004,129.9900055,122.8399963,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
6178,4/1/2015 4:04,1865,Central America,México,Coahuila,PENDING,Saltillo,,Same Day,0,5.699999809,284.980011,5.699999809,15444,957,1,299.980011,15.0,0.050000001,0.02,299.980011,284.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,0
8759,5/8/2015 20:19,7181,South America,Brasil,Bahía,PROCESSING,Salvador,,First Class,1,6.099999905,53.99000168,6.099999905,21857,365,1,59.99000168,6.0,0.100000001,0.109999999,59.99000168,53.99000168,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
24168,12/19/2015 18:46,867,Oceania,Australia,Territorio de la Capital Australiana,COMPLETE,Canberra,,Standard Class,4,63.0,167.9900055,63.0,60453,1073,1,199.9900055,32.0,0.159999996,0.379999995,199.9900055,167.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
61110,6/11/2017 1:12,8386,Central America,México,Distrito Federal,COMPLETE,Coyoacán,,Second Class,2,13.64000034,45.47999954,13.64000034,152854,1014,1,49.97999954,4.5,0.090000004,0.300000012,49.97999954,45.47999954,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
18925,10/4/2015 5:55,9022,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,CLOSED,Carcassonne,,Standard Class,4,63.0,179.9900055,63.0,47325,1073,1,199.9900055,20.0,0.100000001,0.349999994,199.9900055,179.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
54301,3/3/2017 15:42,5715,Central America,México,Nayarit,COMPLETE,Tepic,,Standard Class,4,96.04000092,195.9900055,96.04000092,135787,1073,1,199.9900055,4.0,0.02,0.49000001,199.9900055,195.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
1263,1/19/2015 10:08,1174,Caribbean,República Dominicana,Santo Domingo,PROCESSING,Santo Domingo,,Second Class,2,-51.83000183,230.3600006,-51.83000183,3136,44,4,59.99000168,9.600000381,0.039999999,-0.230000004,239.9600067,230.3600006,44,3,Baseball & Softball,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,1
53259,2/16/2017 10:38,4135,Central America,México,San Luis Potosí,PENDING_PAYMENT,Matehuala,,Standard Class,4,23.04000092,76.77999878,23.04000092,133086,822,2,47.99000168,19.20000076,0.200000003,0.300000012,95.98000336,76.77999878,822,37,Electronics,Titleist Pro V1x High Numbers Golf Balls,47.99000168,0,1
37357,6/29/2016 7:28,6496,East of USA,Estados Unidos,Nueva York,COMPLETE,Rochester,14609.0,Standard Class,4,95.01999664,263.9599915,95.01999664,93262,365,5,59.99000168,35.99000168,0.119999997,0.360000014,299.9500122,263.9599915,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,0
23304,12/7/2015 4:04,12248,Southeast Asia,Myanmar (Birmania),Rangún,PENDING,Rangún,,Standard Class,4,-234.5500031,319.980011,-234.5500031,58348,1004,1,399.980011,80.0,0.200000003,-0.730000019,399.980011,319.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
18794,10/2/2015 8:01,11213,Northern Europe,Reino Unido,Inglaterra,ON_HOLD,Aylesbury,,Second Class,2,7.179999828,113.9800034,7.179999828,47000,365,2,59.99000168,6.0,0.050000001,0.059999999,119.9800034,113.9800034,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
36587,6/18/2016 1:42,1322,US Center ,Estados Unidos,Texas,PROCESSING,Houston,77036.0,Second Class,2,42.33000183,100.7699966,42.33000183,91323,572,3,39.99000168,19.20000076,0.159999996,0.419999987,119.9700012,100.7699966,572,26,Girls' Apparel,TYR Boys' Team Digi Jammer,39.99000168,0,1
73023,12/1/2017 22:51,16576,Southeast Asia,Indonesia,Kalimantan Oriental,PROCESSING,Samarinda,,First Class,1,11.96000004,63.29999924,11.96000004,176338,1359,1,84.40000153,21.10000038,0.25,0.189999998,84.40000153,63.29999924,1359,72,Pet Supplies,Adult dog supplies,84.40000153,0,1
52087,1/30/2017 8:02,12049,Central America,México,Sinaloa,COMPLETE,Los Mochis,,Standard Class,4,-49.59999847,296.980011,-49.59999847,130137,957,1,299.980011,3.0,0.01,-0.170000002,299.980011,296.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,0
31922,4/10/2016 23:20,11509,US Center ,Estados Unidos,Michigan,PENDING_PAYMENT,Dearborn,48126.0,Standard Class,4,50.38000107,143.9400024,50.38000107,79778,1014,3,49.97999954,6.0,0.039999999,0.349999994,149.9400024,143.9400024,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
42156,9/7/2016 8:46,11817,West Asia,Turquía,Estambul,PENDING_PAYMENT,Estambul,,Standard Class,4,-3.529999971,82.0,-3.529999971,105273,502,2,50.0,18.0,0.180000007,-0.039999999,100.0,82.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
3816,2/25/2015 16:33,3249,South America,Brasil,Pernambuco,COMPLETE,Recife,,Standard Class,4,-276.25,212.5,-276.25,9493,502,5,50.0,37.5,0.150000006,-1.299999952,250.0,212.5,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
31684,4/7/2016 11:57,12351,East of USA,Estados Unidos,Pensilvania,ON_HOLD,Philadelphia,19140.0,Standard Class,4,54.40000153,120.8899994,54.40000153,79175,403,1,129.9900055,9.100000381,0.07,0.449999988,129.9900055,120.8899994,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
61234,6/12/2017 20:38,2416,Central America,México,Jalisco,PROCESSING,Zapopan,,Standard Class,4,38.97999954,118.1200027,38.97999954,153158,19,1,124.9899979,6.869999886,0.059999999,0.330000013,124.9899979,118.1200027,19,2,Soccer,Nike Men's Fingertrap Max Training Shoe,124.9899979,0,1
12313,6/29/2015 17:26,2395,Western Europe,Países Bajos,Utrecht,COMPLETE,Utrecht,,First Class,1,88.19999695,210.0,88.19999695,30763,502,5,50.0,40.0,0.159999996,0.419999987,250.0,210.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
27807,2/10/2016 21:40,7985,South Asia,India,Chandigarh,PENDING_PAYMENT,Chandigarh,,Second Class,2,7.199999809,143.9799957,7.199999809,69615,365,3,59.99000168,35.99000168,0.200000003,0.050000001,179.9700012,143.9799957,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
49818,12/28/2016 5:06,5519,Central Africa,República Democrática del Congo,Kasai Oriental,COMPLETE,Mbuji-mayi,,Standard Class,4,-6.860000134,37.49000168,-6.860000134,124544,1014,1,49.97999954,12.5,0.25,-0.180000007,49.97999954,37.49000168,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
2867,2/11/2015 20:05,3172,Central America,Guatemala,Guatemala,COMPLETE,Chinautla,,Standard Class,4,89.09999847,197.9900055,89.09999847,7187,1073,1,199.9900055,2.0,0.01,0.449999988,199.9900055,197.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
17749,9/17/2015 1:54,8972,Western Europe,Países Bajos,Brabante Septentrional,PENDING_PAYMENT,Tilburg,,Standard Class,4,39.58000183,113.0899963,39.58000183,44357,403,1,129.9900055,16.89999962,0.129999995,0.349999994,129.9900055,113.0899963,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
70606,10/27/2017 16:04,14159,Northern Europe,Reino Unido,Inglaterra,PENDING_PAYMENT,Gateshead,,First Class,1,614.25,1365.0,614.25,173921,1351,1,1500.0,135.0,0.090000004,0.449999988,1500.0,1365.0,1351,64,Computers,Dell Laptop,1500.0,0,1
37338,6/29/2016 0:48,7632,West of USA ,Estados Unidos,California,PENDING_PAYMENT,Los Angeles,90008.0,Standard Class,4,0.0,144.0,0.0,93217,502,3,50.0,6.0,0.039999999,0.0,150.0,144.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
6765,4/9/2015 17:43,11189,Central America,México,México,PENDING_PAYMENT,Tlalnepantla,,Standard Class,4,-145.1300049,197.9900055,-145.1300049,16912,1073,1,199.9900055,2.0,0.01,-0.730000019,199.9900055,197.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
24272,12/21/2015 7:12,11195,Southeast Asia,Indonesia,Java Oriental,PENDING_PAYMENT,Surabaya,,Standard Class,4,-1.179999948,84.0,-1.179999948,60705,502,2,50.0,16.0,0.159999996,-0.01,100.0,84.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
33904,5/9/2016 21:43,4541,US Center ,Estados Unidos,Texas,COMPLETE,Arlington,76017.0,Second Class,2,-4.800000191,111.5800018,-4.800000191,84632,365,2,59.99000168,8.399999619,0.07,-0.039999999,119.9800034,111.5800018,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
24522,12/24/2015 22:47,8206,Oceania,Australia,Queensland,PROCESSING,Brisbane,,Standard Class,4,38.43999863,118.2900009,38.43999863,61378,403,1,129.9900055,11.69999981,0.090000004,0.330000013,129.9900055,118.2900009,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
8859,5/10/2015 7:21,8681,Caribbean,Jamaica,Santa Caterina,COMPLETE,Spanish Town,,Standard Class,4,73.70999908,272.980011,73.70999908,22121,957,1,299.980011,27.0,0.090000004,0.270000011,299.980011,272.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
30903,3/27/2016 2:20,8330,Oceania,Australia,Queensland,COMPLETE,Cairns,,Second Class,2,16.79000092,47.97999954,16.79000092,77232,1014,1,49.97999954,2.0,0.039999999,0.349999994,49.97999954,47.97999954,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
14184,7/27/2015 0:56,7003,Northern Europe,Reino Unido,Inglaterra,CLOSED,Derby,,Standard Class,4,3.720000029,92.95999908,3.720000029,35503,1014,2,49.97999954,7.0,0.07,0.039999999,99.95999908,92.95999908,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
55152,3/16/2017 1:51,3234,Caribbean,República Dominicana,Santo Domingo,COMPLETE,Santo Domingo,,Second Class,2,57.79000092,122.9499969,57.79000092,137918,1014,3,49.97999954,26.98999977,0.180000007,0.469999999,149.9400024,122.9499969,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
